10.3	0.59	0.42	2.8	0.09	35	73	0.999	3.28	0.7	9.5	1
7.1	0.63	0.06	2	0.083	8	29	0.99855	3.67	0.73	9.6	0
6.6	0.695	0	2.1	0.075	12	56	0.9968	3.49	0.67	9.2	0
7.6	0.35	0.6	2.6	0.073	23	44	0.99656	3.38	0.79	11.1	1
7.1	0.43	0.42	5.5	0.07	29	129	0.9973	3.42	0.72	10.5	0
7.7	0.96	0.2	2	0.047	15	60	0.9955	3.36	0.44	10.9	0
8.9	0.22	0.48	1.8	0.077	29	60	0.9968	3.39	0.53	9.4	1
7.8	0.53	0.01	1.6	0.077	3	19	0.995	3.16	0.46	9.8	0
6.8	0.47	0.08	2.2	0.064	18	38	0.99553	3.3	0.65	9.6	1
9.6	0.56	0.23	3.4	0.102	37	92	0.9996	3.3	0.65	10.1	0
7.9	1.04	0.05	2.2	0.084	13	29	0.9959	3.22	0.55	9.9	1
6.4	0.79	0.04	2.2	0.061	11	17	0.99588	3.53	0.65	10.4	1
7.3	0.49	0.1	2.6	0.068	4	14	0.99562	3.3	0.47	10.5	0
9.9	0.53	0.57	2.4	0.093	30	52	0.9971	3.19	0.76	11.6	1
8.2	0.28	0.4	2.4	0.052	4	10	0.99356	3.33	0.7	12.8	1
7.3	0.44	0.2	1.6	0.049	24	64	0.9935	3.38	0.57	11.7	1
8.1	0.825	0.24	2.1	0.084	5	13	0.9972	3.37	0.77	10.7	1
7.9	0.18	0.4	1.8	0.062	7	20	0.9941	3.28	0.7	11.1	0
5	1.04	0.24	1.6	0.05	32	96	0.9934	3.74	0.62	11.5	0
8.1	0.725	0.22	2.2	0.072	11	41	0.9967	3.36	0.55	9.1	0
7.9	0.51	0.25	2.9	0.077	21	45	0.9974	3.49	0.96	12.1	1
11.9	0.4	0.65	2.15	0.068	7	27	0.9988	3.06	0.68	11.3	1
7.1	0.59	0	2.1	0.091	9	14	0.99488	3.42	0.55	11.5	1
6.7	0.46	0.24	1.7	0.077	18	34	0.9948	3.39	0.6	10.6	1
7.2	0.58	0.54	2.1	0.114	3	9	0.99719	3.33	0.57	10.3	0
7.3	0.55	0.03	1.6	0.072	17	42	0.9956	3.37	0.48	9	0
11.4	0.26	0.44	3.6	0.071	6	19	0.9986	3.12	0.82	9.3	1
9.5	0.57	0.27	2.3	0.082	23	144	0.99782	3.27	0.55	9.4	0
5.1	0.51	0.18	2.1	0.042	16	101	0.9924	3.46	0.87	12.9	1
7.8	0.53	0.04	1.7	0.076	17	31	0.9964	3.33	0.56	10	1
7.9	0.31	0.32	1.9	0.066	14	36	0.99364	3.41	0.56	12.6	1
8.9	0.32	0.31	2	0.088	12	19	0.9957	3.17	0.55	10.4	1
8.9	0.59	0.39	2.3	0.095	5	22	0.9986	3.37	0.58	10.3	0
7.7	0.705	0.1	2.6	0.084	9	26	0.9976	3.39	0.49	9.7	0
7.8	0.48	0.68	1.7	0.415	14	32	0.99656	3.09	1.06	9.1	1
8.3	0.26	0.37	1.4	0.076	8	23	0.9974	3.26	0.7	9.6	1
7.1	0.84	0.02	4.4	0.096	5	13	0.997	3.41	0.57	11	0
7	0.745	0.12	1.8	0.114	15	64	0.99588	3.22	0.59	9.5	1
8	0.45	0.23	2.2	0.094	16	29	0.9962	3.21	0.49	10.2	1
6.3	0.3	0.48	1.8	0.069	18	61	0.9959	3.44	0.78	10.3	1
10	0.42	0.5	3.4	0.107	7	21	0.9979	3.26	0.93	11.8	1
7.7	0.23	0.37	1.8	0.046	23	60	0.9971	3.41	0.71	12.1	1
7.2	0.39	0.32	1.8	0.065	34	60	0.99714	3.46	0.78	9.9	0
11.1	0.18	0.48	1.5	0.068	7	15	0.9973	3.22	0.64	10.1	1
7.5	0.59	0.22	1.8	0.082	43	60	0.99499	3.1	0.42	9.2	0
8.9	0.4	0.32	5.6	0.087	10	47	0.9991	3.38	0.77	10.5	1
8.1	0.73	0	2.5	0.081	12	24	0.99798	3.38	0.46	9.6	0
7	0.69	0.07	2.5	0.091	15	21	0.99572	3.38	0.6	11.3	1
6.8	0.64	0.1	2.1	0.085	18	101	0.9956	3.34	0.52	10.2	0
6.5	0.53	0.06	2	0.063	29	44	0.99489	3.38	0.83	10.3	1
7.3	0.65	0	1.2	0.065	15	21	0.9946	3.39	0.47	10	1
9.5	0.56	0.33	2.4	0.089	35	67	0.9972	3.28	0.73	11.8	1
7.8	0.76	0.04	2.3	0.092	15	54	0.997	3.26	0.65	9.8	0
8.1	0.66	0.7	2.2	0.098	25	129	0.9972	3.08	0.53	9	0
6.7	0.75	0.12	2	0.086	12	80	0.9958	3.38	0.52	10.1	0
12.1	0.4	0.52	2	0.092	15	54	1	3.03	0.66	10.2	0
6.7	0.46	0.24	1.7	0.077	18	34	0.9948	3.39	0.6	10.6	1
12.3	0.5	0.49	2.2	0.089	5	14	1.0002	3.19	0.44	9.6	0
7.1	0.67	0	2.3	0.083	18	27	0.99768	3.44	0.54	9.4	0
10	0.32	0.59	2.2	0.077	3	15	0.9994	3.2	0.78	9.6	0
7.4	0.29	0.38	1.7	0.062	9	30	0.9968	3.41	0.53	9.5	1
8	0.6	0.22	2.1	0.08	25	105	0.99613	3.3	0.49	9.9	0
10.7	0.35	0.53	2.6	0.07	5	16	0.9972	3.15	0.65	11	1
10.3	0.43	0.44	2.4	0.214	5	12	0.9994	3.19	0.63	9.5	1
10.3	0.53	0.48	2.5	0.063	6	25	0.9998	3.12	0.59	9.3	1
7.1	0.43	0.42	5.5	0.071	28	128	0.9973	3.42	0.71	10.5	0
6.7	1.04	0.08	2.3	0.067	19	32	0.99648	3.52	0.57	11	0
7.9	0.19	0.42	1.6	0.057	18	30	0.994	3.29	0.69	11.2	1
8.5	0.18	0.51	1.75	0.071	45	88	0.99524	3.33	0.76	11.8	1
5.7	1.13	0.09	1.5	0.172	7	19	0.994	3.5	0.48	9.8	0
8.5	0.34	0.44	1.7	0.079	6	12	0.99605	3.52	0.63	10.7	0
12.5	0.6	0.49	4.3	0.1	5	14	1.001	3.25	0.74	11.9	1
7	0.51	0.09	2.1	0.062	4	9	0.99584	3.35	0.54	10.5	0
9	0.45	0.49	2.6	0.084	21	75	0.9987	3.35	0.57	9.7	0
7.7	0.69	0.49	1.8	0.115	20	112	0.9968	3.21	0.71	9.3	0
6.7	0.675	0.07	2.4	0.089	17	82	0.9958	3.35	0.54	10.1	0
6.7	0.56	0.09	2.9	0.079	7	22	0.99669	3.46	0.61	10.2	0
8.9	0.4	0.51	2.6	0.052	13	27	0.995	3.32	0.9	13.4	1
6.9	0.63	0.33	6.7	0.235	66	115	0.99787	3.22	0.56	9.5	0
7.1	0.31	0.3	2.2	0.053	36	127	0.9965	2.94	1.62	9.5	0
12.5	0.46	0.49	4.5	0.07	26	49	0.9981	3.05	0.57	9.6	0
7.7	0.67	0.23	2.1	0.088	17	96	0.9962	3.32	0.48	9.5	0
9.3	0.715	0.24	2.1	0.07	5	20	0.9966	3.12	0.59	9.9	0
9.8	1.24	0.34	2	0.079	32	151	0.998	3.15	0.53	9.5	0
7.4	0.785	0.19	5.2	0.094	19	98	0.99713	3.16	0.52	9.6	1
7.4	0.37	0.43	2.6	0.082	18	82	0.99708	3.33	0.68	9.7	1
8.3	0.54	0.24	3.4	0.076	16	112	0.9976	3.27	0.61	9.4	0
8.3	0.61	0.3	2.1	0.084	11	50	0.9972	3.4	0.61	10.2	1
8	0.83	0.27	2	0.08	11	63	0.99652	3.29	0.48	9.8	0
9.1	0.28	0.48	1.8	0.067	26	46	0.9967	3.32	1.04	10.6	1
7.2	0.56	0.26	2	0.083	13	100	0.99586	3.26	0.52	9.9	0
9.1	0.29	0.33	2.05	0.063	13	27	0.99516	3.26	0.84	11.7	1
9.2	0.54	0.31	2.3	0.112	11	38	0.99699	3.24	0.56	10.9	0
7.1	0.685	0.35	2	0.088	9	92	0.9963	3.28	0.62	9.4	0
7.1	0.6	0	1.8	0.074	16	34	0.9972	3.47	0.7	9.9	1
7.8	0.43	0.7	1.9	0.464	22	67	0.9974	3.13	1.28	9.4	0
12.8	0.3	0.74	2.6	0.095	9	28	0.9994	3.2	0.77	10.8	1
8	0.5	0.39	2.6	0.082	12	46	0.9985	3.43	0.62	10.7	1
7.2	0.57	0.05	2.3	0.081	16	36	0.99564	3.38	0.6	10.3	1
7	0.56	0.13	1.6	0.077	25	42	0.99629	3.34	0.59	9.2	0
11.6	0.42	0.53	3.3	0.105	33	98	1.001	3.2	0.95	9.2	0
8.9	0.5	0.21	2.2	0.088	21	39	0.99692	3.33	0.83	11.1	1
6.6	0.855	0.02	2.4	0.062	15	23	0.99627	3.54	0.6	11	1
7.1	0.59	0.01	2.5	0.077	20	85	0.99746	3.55	0.59	9.8	0
7.7	0.775	0.42	1.9	0.092	8	86	0.9959	3.23	0.59	9.5	0
6.7	0.41	0.43	2.8	0.076	22	54	0.99572	3.42	1.16	10.6	1
9.8	0.25	0.49	2.7	0.088	15	33	0.9982	3.42	0.9	10	1
15	0.21	0.44	2.2	0.075	10	24	1.00005	3.07	0.84	9.2	1
8.6	0.49	0.28	1.9	0.11	20	136	0.9972	2.93	1.95	9.9	1
7.7	0.75	0.27	3.8	0.11	34	89	0.99664	3.24	0.45	9.3	0
9.9	0.63	0.24	2.4	0.077	6	33	0.9974	3.09	0.57	9.4	0
7.8	0.5	0.17	1.6	0.082	21	102	0.996	3.39	0.48	9.5	0
7.6	0.5	0.29	2.3	0.086	5	14	0.99502	3.32	0.62	11.5	1
6	0.64	0.05	1.9	0.066	9	17	0.99496	3.52	0.78	10.6	0
8.8	0.52	0.34	2.7	0.087	24	122	0.9982	3.26	0.61	9.5	0
5.9	0.395	0.13	2.4	0.056	14	28	0.99362	3.62	0.67	12.4	1
8.7	0.54	0.26	2.5	0.097	7	31	0.9976	3.27	0.6	9.3	1
6.8	0.915	0.29	4.8	0.07	15	39	0.99577	3.53	0.54	11.1	0
7.1	0.75	0.01	2.2	0.059	11	18	0.99242	3.39	0.4	12.8	1
8.7	0.7	0.24	2.5	0.226	5	15	0.9991	3.32	0.6	9	1
10	0.69	0.11	1.4	0.084	8	24	0.99578	2.88	0.47	9.7	0
7.4	0.47	0.46	2.2	0.114	7	20	0.99647	3.32	0.63	10.5	0
8.5	0.34	0.4	4.7	0.055	3	9	0.99738	3.38	0.66	11.6	1
7.5	0.77	0.2	8.1	0.098	30	92	0.99892	3.2	0.58	9.2	0
11.1	0.45	0.73	3.2	0.066	6	22	0.9986	3.17	0.66	11.2	1
7.5	0.63	0.12	5.1	0.111	50	110	0.9983	3.26	0.77	9.4	0
11.5	0.18	0.51	4	0.104	4	23	0.9996	3.28	0.97	10.1	1
7.7	0.62	0.04	3.8	0.084	25	45	0.9978	3.34	0.53	9.5	0
12.5	0.38	0.6	2.6	0.081	31	72	0.9996	3.1	0.73	10.5	0
7.7	0.54	0.26	1.9	0.089	23	147	0.99636	3.26	0.59	9.7	0
6.9	0.41	0.31	2	0.079	21	51	0.99668	3.47	0.55	9.5	1
10.3	0.27	0.24	2.1	0.072	15	33	0.9956	3.22	0.66	12.8	1
6	0.49	0	2.3	0.068	15	33	0.99292	3.58	0.59	12.5	1
7.6	0.51	0.24	2.4	0.091	8	38	0.998	3.47	0.66	9.6	1
9.9	0.35	0.38	1.5	0.058	31	47	0.99676	3.26	0.82	10.6	1
9.9	0.63	0.24	2.4	0.077	6	33	0.9974	3.09	0.57	9.4	0
6.8	0.6	0.18	1.9	0.079	18	86	0.9968	3.59	0.57	9.3	1
6.7	0.54	0.13	2	0.076	15	36	0.9973	3.61	0.64	9.8	0
9.3	0.43	0.44	1.9	0.085	9	22	0.99708	3.28	0.55	9.5	0
7.1	0.59	0.02	2.3	0.082	24	94	0.99744	3.55	0.53	9.7	1
8.2	0.5	0.35	2.9	0.077	21	127	0.9976	3.23	0.62	9.4	0
8.3	0.26	0.42	2	0.08	11	27	0.9974	3.21	0.8	9.4	1
7.8	0.6	0.26	2	0.08	31	131	0.99622	3.21	0.52	9.9	0
6.7	0.7	0.08	3.75	0.067	8	16	0.99334	3.43	0.52	12.6	0
7	0.69	0.07	2.5	0.091	15	21	0.99572	3.38	0.6	11.3	1
7.6	0.95	0.03	2	0.09	7	20	0.9959	3.2	0.56	9.6	0
10	0.38	0.38	1.6	0.169	27	90	0.99914	3.15	0.65	8.5	0
8.7	0.48	0.3	2.8	0.066	10	28	0.9964	3.33	0.67	11.2	1
8.2	0.885	0.2	1.4	0.086	7	31	0.9946	3.11	0.46	10	0
9.8	0.88	0.25	2.5	0.104	35	155	1.001	3.41	0.67	11.2	0
8.9	0.48	0.24	2.85	0.094	35	106	0.9982	3.1	0.53	9.2	0
7.2	0.54	0.27	2.6	0.084	12	78	0.9964	3.39	0.71	11	0
6.8	0.68	0.09	3.9	0.068	15	29	0.99524	3.41	0.52	11.1	0
9.6	0.32	0.47	1.4	0.056	9	24	0.99695	3.22	0.82	10.3	1
7.3	0.48	0.32	2.1	0.062	31	54	0.99728	3.3	0.65	10	1
6.8	0.56	0.22	1.8	0.074	15	24	0.99438	3.4	0.82	11.2	1
8	0.42	0.32	2.5	0.08	26	122	0.99801	3.22	1.07	9.7	0
12.8	0.3	0.74	2.6	0.095	9	28	0.9994	3.2	0.77	10.8	1
7.9	0.3	0.68	8.3	0.05	37.5	289	0.99316	3.01	0.51	12.3	1
9.1	0.52	0.33	1.3	0.07	9	30	0.9978	3.24	0.6	9.3	0
9.6	0.5	0.36	2.8	0.116	26	55	0.99722	3.18	0.68	10.9	0
8.7	0.69	0.31	3	0.086	23	81	1.0002	3.48	0.74	11.6	1
7.2	0.835	0	2	0.166	4	11	0.99608	3.39	0.52	10	0
9	0.53	0.49	1.9	0.171	6	25	0.9975	3.27	0.61	9.4	1
7.1	0.36	0.3	1.6	0.08	35	70	0.99693	3.44	0.5	9.4	0
9.5	0.59	0.44	2.3	0.071	21	68	0.9992	3.46	0.63	9.5	0
8.3	0.43	0.3	3.4	0.079	7	34	0.99788	3.36	0.61	10.5	0
7.6	0.55	0.21	2.2	0.071	7	28	0.9964	3.28	0.55	9.7	0
7.9	0.69	0.21	2.1	0.08	33	141	0.9962	3.25	0.51	9.9	0
7.6	0.735	0.02	2.5	0.071	10	14	0.99538	3.51	0.71	11.7	1
7.9	0.69	0.21	2.1	0.08	33	141	0.9962	3.25	0.51	9.9	0
8.9	0.24	0.39	1.6	0.074	3	10	0.99698	3.12	0.59	9.5	1
7.7	0.54	0.26	1.9	0.089	23	147	0.99636	3.26	0.59	9.7	0
9.6	0.77	0.12	2.9	0.082	30	74	0.99865	3.3	0.64	10.4	1
8	0.59	0.05	2	0.089	12	32	0.99735	3.36	0.61	10	0
8.2	0.28	0.6	3	0.104	10	22	0.99828	3.39	0.68	10.6	0
7.4	0.63	0.07	2.4	0.09	11	37	0.9979	3.43	0.76	9.7	1
12	0.45	0.55	2	0.073	25	49	0.9997	3.1	0.76	10.3	1
9	0.38	0.41	2.4	0.103	6	10	0.99604	3.13	0.58	11.9	1
7.3	0.73	0.24	1.9	0.108	18	102	0.9967	3.26	0.59	9.3	0
8.6	0.38	0.36	3	0.081	30	119	0.997	3.2	0.56	9.4	0
11.3	0.37	0.41	2.3	0.088	6	16	0.9988	3.09	0.8	9.3	0
6.9	0.63	0.01	2.4	0.076	14	39	0.99522	3.34	0.53	10.8	1
6.9	0.49	0.19	1.7	0.079	13	26	0.99547	3.38	0.64	9.8	1
11.3	0.62	0.67	5.2	0.086	6	19	0.9988	3.22	0.69	13.4	1
10.5	0.26	0.47	1.9	0.078	6	24	0.9976	3.18	1.04	10.9	1
8.4	0.25	0.39	2	0.041	4	10	0.99386	3.27	0.71	12.5	1
7.8	0.5	0.12	1.8	0.178	6	21	0.996	3.28	0.87	9.8	1
7	0.805	0	2.5	0.068	7	20	0.9969	3.48	0.56	9.6	0
8.4	0.31	0.29	3.1	0.194	14	26	0.99536	3.22	0.78	12	1
11.9	0.39	0.69	2.8	0.095	17	35	0.9994	3.1	0.61	10.8	1
8.4	0.56	0.04	2	0.082	10	22	0.9976	3.22	0.44	9.6	0
8.9	0.635	0.37	1.7	0.263	5	62	0.9971	3	1.09	9.3	0
8.2	0.915	0.27	2.1	0.088	7	23	0.9962	3.26	0.47	10	0
6.4	0.67	0.08	2.1	0.045	19	48	0.9949	3.49	0.49	11.4	1
8.9	0.595	0.41	7.9	0.086	30	109	0.9998	3.27	0.57	9.3	0
7.6	0.31	0.34	2.5	0.082	26	35	0.99356	3.22	0.59	12.5	1
6.4	0.56	0.15	1.8	0.078	17	65	0.99294	3.33	0.6	10.5	1
8.7	0.78	0.51	1.7	0.415	12	66	0.99623	3	1.17	9.2	0
8.1	0.545	0.18	1.9	0.08	13	35	0.9972	3.3	0.59	9	1
7.2	0.635	0.07	2.6	0.077	16	86	0.99748	3.51	0.54	9.7	0
9.9	0.44	0.46	2.2	0.091	10	41	0.99638	3.18	0.69	11.9	1
9.9	0.57	0.25	2	0.104	12	89	0.9963	3.04	0.9	10.1	0
10.7	0.4	0.37	1.9	0.081	17	29	0.99674	3.12	0.65	11.2	1
7.6	0.41	0.24	1.8	0.08	4	11	0.9962	3.28	0.59	9.5	0
9.2	0.31	0.36	2.2	0.079	11	31	0.99615	3.33	0.86	12	1
11.7	0.45	0.63	2.2	0.073	7	23	0.99974	3.21	0.69	10.9	1
7.9	0.34	0.42	2	0.086	8	19	0.99546	3.35	0.6	11.4	1
6.3	0.51	0.13	2.3	0.076	29	40	0.99574	3.42	0.75	11	1
7.4	0.74	0.07	1.7	0.086	15	48	0.99502	3.12	0.48	10	0
7.5	0.42	0.31	1.6	0.08	15	42	0.9978	3.31	0.64	9	0
9.1	0.47	0.49	2.6	0.094	38	106	0.9982	3.08	0.59	9.1	0
10.5	0.24	0.47	2.1	0.066	6	24	0.9978	3.15	0.9	11	1
11.3	0.34	0.45	2	0.082	6	15	0.9988	2.94	0.66	9.2	1
6.5	0.67	0	4.3	0.057	11	20	0.99488	3.45	0.56	11.8	0
5.4	0.74	0	1.2	0.041	16	46	0.99258	4.01	0.59	12.5	1
8	0.725	0.24	2.8	0.083	10	62	0.99685	3.35	0.56	10	1
7.9	0.37	0.23	1.8	0.077	23	49	0.9963	3.28	0.67	9.3	0
8.2	0.24	0.34	5.1	0.062	8	22	0.9974	3.22	0.94	10.9	1
7.7	0.57	0.21	1.5	0.069	4	9	0.99458	3.16	0.54	9.8	1
5.6	0.54	0.04	1.7	0.049	5	13	0.9942	3.72	0.58	11.4	0
6.7	0.46	0.24	1.7	0.077	18	34	0.9948	3.39	0.6	10.6	1
6.6	0.57	0.02	2.1	0.115	6	16	0.99654	3.38	0.69	9.5	0
7.7	0.57	0.21	1.5	0.069	4	9	0.99458	3.16	0.54	9.8	1
5.6	0.605	0.05	2.4	0.073	19	25	0.99258	3.56	0.55	12.9	0
8.7	0.69	0	3.2	0.084	13	33	0.9992	3.36	0.45	9.4	0
8	0.67	0.3	2	0.06	38	62	0.9958	3.26	0.56	10.2	1
11	0.26	0.68	2.55	0.085	10	25	0.997	3.18	0.61	11.8	0
9.3	0.32	0.57	2	0.074	27	65	0.9969	3.28	0.79	10.7	0
9.4	0.685	0.26	2.4	0.082	23	143	0.9978	3.28	0.55	9.4	0
7.4	0.6	0.26	7.3	0.07	36	121	0.9982	3.37	0.49	9.4	0
10	0.35	0.47	2	0.061	6	11	0.99585	3.23	0.52	12	1
8.7	0.52	0.09	2.5	0.091	20	49	0.9976	3.34	0.86	10.6	1
6.8	0.62	0.08	1.9	0.068	28	38	0.99651	3.42	0.82	9.5	1
6.8	0.67	0.02	1.8	0.05	5	11	0.9962	3.48	0.52	9.5	0
9.1	0.68	0.11	2.8	0.093	11	44	0.99888	3.31	0.55	9.5	1
12.3	0.5	0.49	2.2	0.089	5	14	1.0002	3.19	0.44	9.6	0
8.6	0.37	0.65	6.4	0.08	3	8	0.99817	3.27	0.58	11	0
9.2	0.755	0.18	2.2	0.148	10	103	0.9969	2.87	1.36	10.2	1
7.2	0.45	0.15	2	0.078	10	28	0.99609	3.29	0.51	9.9	1
7.1	0.43	0.42	5.5	0.071	28	128	0.9973	3.42	0.71	10.5	0
7.8	0.87	0.26	3.8	0.107	31	67	0.99668	3.26	0.46	9.2	0
6.1	0.32	0.25	2.3	0.071	23	58	0.99633	3.42	0.97	10.6	0
6.7	0.16	0.64	2.1	0.059	24	52	0.99494	3.34	0.71	11.2	1
5.6	0.31	0.37	1.4	0.074	12	96	0.9954	3.32	0.58	9.2	0
13.8	0.49	0.67	3	0.093	6	15	0.9986	3.02	0.93	12	1
7.1	0.6	0.01	2.3	0.079	24	37	0.99514	3.4	0.61	10.9	1
8.9	0.745	0.18	2.5	0.077	15	48	0.99739	3.2	0.47	9.7	1
12.2	0.45	0.49	1.4	0.075	3	6	0.9969	3.13	0.63	10.4	0
7.3	0.39	0.31	2.4	0.074	9	46	0.9962	3.41	0.54	9.4	1
6.2	0.45	0.2	1.6	0.069	3	15	0.9958	3.41	0.56	9.2	0
6.9	0.41	0.33	2.2	0.081	22	36	0.9949	3.41	0.75	11.1	1
11.9	0.43	0.66	3.1	0.109	10	23	1	3.15	0.85	10.4	1
9.1	0.3	0.34	2	0.064	12	25	0.99516	3.26	0.84	11.7	1
8.2	0.33	0.32	2.8	0.067	4	12	0.99473	3.3	0.76	12.8	1
7.2	0.57	0.05	2.3	0.081	16	36	0.99564	3.38	0.6	10.3	1
9.4	0.33	0.59	2.8	0.079	9	30	0.9976	3.12	0.54	12	1
7.3	0.735	0	2.2	0.08	18	28	0.99765	3.41	0.6	9.4	0
7.8	0.6	0.14	2.4	0.086	3	15	0.9975	3.42	0.6	10.8	1
8.6	0.47	0.47	2.4	0.074	7	29	0.9979	3.08	0.46	9.5	0
7	0.43	0.3	2	0.085	6	39	0.99346	3.33	0.46	11.9	1
6.9	0.5	0.04	1.5	0.085	19	49	0.9958	3.35	0.78	9.5	0
8.1	0.56	0.28	1.7	0.368	16	56	0.9968	3.11	1.28	9.3	0
6.4	0.39	0.33	3.3	0.046	12	53	0.99294	3.36	0.62	12.2	1
8.4	0.56	0.08	2.1	0.105	16	44	0.9958	3.13	0.52	11	0
7.9	0.29	0.49	2.2	0.096	21	59	0.99714	3.31	0.67	10.1	1
7.9	0.24	0.4	1.6	0.056	11	25	0.9967	3.32	0.87	8.7	1
7.5	0.4	0.12	3	0.092	29	53	0.9967	3.37	0.7	10.3	1
8.1	0.575	0.22	2.1	0.077	12	65	0.9967	3.29	0.51	9.2	0
6.6	0.58	0.02	2.4	0.069	19	40	0.99387	3.38	0.66	12.6	1
8	0.64	0.22	2.4	0.094	5	33	0.99612	3.37	0.58	11	0
11.5	0.42	0.48	2.6	0.077	8	20	0.99852	3.09	0.53	11	0
8.6	0.52	0.38	1.5	0.096	5	18	0.99666	3.2	0.52	9.4	0
11.7	0.28	0.47	1.7	0.054	17	32	0.99686	3.15	0.67	10.6	1
8.8	0.61	0.14	2.4	0.067	10	42	0.9969	3.19	0.59	9.5	0
10	0.26	0.54	1.9	0.083	42	74	0.99451	2.98	0.63	11.8	1
10.2	0.4	0.4	2.5	0.068	41	54	0.99754	3.38	0.86	10.5	1
9.1	0.29	0.33	2.05	0.063	13	27	0.99516	3.26	0.84	11.7	1
6.2	0.36	0.24	2.2	0.095	19	42	0.9946	3.57	0.57	11.7	1
8.8	0.7	0	1.7	0.069	8	19	0.99701	3.31	0.53	10	1
